,port-name,country,vessel_type_main,count,count_max,utilization_count,dwt,dwt_max,utilization_dwt,tat_median,tat_mean,id,handling_base,congestion,handling
4191,Prince Rupert,U.S.A.,Tanker,0.5480769230769231,3,0.1826923076923077,30328.39463524781,187925.84052619047,0.1613849088040719,36.50000000000001,44.512558479532174,port1021,0.2590265563304093,1.0084065685582388,0.2612040808346054
4192,Probolinggo,Indonesia,Dry bulk,1.2692307692307692,4,0.3173076923076923,58939.47226000254,209813.86960000003,0.28091313683107694,46.22680555555547,63.57928872053869,port1022,0.293043261260923,1.0443349419038255,0.30603531722423355
4193,Probolinggo,Indonesia,General cargo,1.6826923076923077,7,0.2403846153846154,19502.10918440171,76647.0,0.2544406067347934,25.437222222222204,35.837260317460306,port1022,0.303958435705245,1.0329449811363505,0.3139723406357889
4194,Probolinggo,Indonesia,RoRo,0.019230769230769232,1,0.019230769230769232,153.92307692307693,8004.0,0.019230769230769232,36.48875,36.48875,port1022,0.3192308067574417,1.0000142239417387,0.3192353474778382
4195,Probolinggo,Indonesia,Tanker,0.11538461538461539,1,0.11538461538461539,472.85227948717943,13121.0,0.03603782329755197,13.615694444444447,23.797708333333336,port1022,0.3192308067574417,1.0000936064230799,0.3192606888113992
4196,Progreso,Mexico,Container,2.2211538461538463,6,0.3701923076923077,70725.75659411817,158446.0,0.44637136055260573,20.644999999999985,25.700904280904282,port1023,0.2975861661002838,1.1778766584800946,0.3505197989361047
4197,Progreso,Mexico,Dry bulk,1.8557692307692308,5,0.37115384615384617,71506.38692115253,187114.0,0.38215412487121503,65.02694444444444,74.19972941853769,port1023,0.2986710563905868,1.1116209335588243,0.33200899853190435
4198,Progreso,Mexico,General cargo,2.875,5,0.575,16299.836538461539,75543.0,0.2157689863847284,31.4658333333332,48.111400037160905,port1023,0.338799285750217,1.0200907921119466,0.3456060317679006
4199,Progreso,Mexico,RoRo,0.009615384615384616,1,0.009615384615384616,154.82692307692307,16102.0,0.009615384615384614,53.59666666666666,53.59666666666666,port1023,0.338799285750217,1.0000017779927173,0.3387998881328797
4200,Progreso,Mexico,Tanker,3.173076923076923,8,0.39663461538461536,141306.97316393742,392648.0,0.3598820652694969,50.6598611111111,59.34722895622904,port1023,0.338799285750217,1.0932203239928575,0.370382264936401
4201,Providence,U.S.A.,Dry bulk,1.4326923076923077,4,0.3581730769230769,55498.76852038309,174306.0,0.31839849758690514,71.78583333333334,77.35997390007456,port1024,0.2986758386219614,1.0645569531374557,0.31795744073916965
4202,Providence,U.S.A.,General cargo,0.08653846153846154,1,0.08653846153846154,3052.747511571761,63505.0,0.048070978845315505,83.00638888888889,72.32737654320987,port1024,0.303031567012407,1.0002221666632158,0.30309889052449923
4203,Providence,U.S.A.,RoRo,0.4807692307692308,3,0.16025641025641027,9593.807692307691,51123.0,0.187661281464462,36.945416666666674,39.05370555555556,port1024,0.3291271360613602,1.013217643330475,0.33347742115619994
4204,Providence,U.S.A.,Tanker,1.7980769230769231,6,0.29967948717948717,68339.15084748932,249160.71066666668,0.2742773957605022,23.05833333333333,28.246426024955436,port1024,0.2824469251018064,1.0412667291305657,0.2941025858537438
4205,Providenciales,Turks and Caicos Islands,General cargo,0.4230769230769231,3,0.14102564102564102,881.3419817460318,7235.47173968254,0.12180850308796883,8.277777777777779,9.31770202020202,port1025,0.3081472638611791,1.0036146213889445,0.3092610995520764
4206,Providenciales,Turks and Caicos Islands,Tanker,0.7115384615384616,3,0.2371794871794872,3817.389427884615,15556.0,0.2453965947470182,58.05000000000002,72.71019144144141,port1025,0.290885241230837,1.0295553149353656,0.29948244614546415
4207,Puerto Bayovar,Peru,Container,0.009615384615384616,1,0.009615384615384616,788.2692307692307,81980.0,0.009615384615384614,69.69250000000001,69.69250000000001,port1026,0.3001007331244488,1.0000017779927173,0.3001012667013667
4208,Puerto Bayovar,Peru,Dry bulk,1.4519230769230769,4,0.3629807692307692,73409.22647177955,168828.0,0.4348166564300919,46.69166666666666,49.35400662251654,port1026,0.3169428054196969,1.1644176786003753,0.36905380573589386
4209,Puerto Bayovar,Peru,General cargo,0.11538461538461539,2,0.057692307692307696,5132.615384615385,114937.0,0.044655901795030185,44.96930555555555,46.980254629629634,port1026,0.3191611262586466,1.0001781010942898,0.3192179692044881
4210,Puerto Bayovar,Peru,Tanker,0.6634615384615384,3,0.22115384615384615,35326.11268836249,199188.0,0.1773506069058502,17.571111111111115,20.13895330112721,port1026,0.3288340729016281,1.0111565016152821,0.3325027107671149
4211,Puerto Bolivar,Colombia,Container,0.33653846153846156,2,0.16826923076923078,6377.554495421245,33722.0,0.18912147842421104,9.781388888888898,15.819801587301582,port1027,0.2910101855212826,1.0135285907227793,0.2949471432173601
4212,Puerto Bolivar,Colombia,Dry bulk,3.326923076923077,7,0.4752747252747253,382409.2011610853,906017.817253785,0.422076910496307,29.241111111111113,31.544624277456634,port1027,0.3270355660245044,1.1503850901512043,0.3762168391037496
4213,Puerto Bolivar,Colombia,General cargo,0.3557692307692308,3,0.1185897435897436,6473.384382707571,92037.0,0.07033458698901063,28.05027777777777,41.2760960960961,port1027,0.3336572891902691,1.0006958839507403,0.3338894759428641
4214,Puerto Bolivar,Colombia,RoRo,0.038461538461538464,1,0.038461538461538464,2300.0634212055033,179356.59580537234,0.012823968981332598,32.79569444444445,44.504375,port1027,0.3387992857502169,1.0000042179106174,0.3388007147753214
4215,Puerto Bolivar,Colombia,Tanker,0.1346153846153846,1,0.1346153846153846,11403.952228021979,183049.0,0.06229999742157553,26.22541666666667,33.41948412698412,port1027,0.3387992857502169,1.0004836086739544,0.33896313202353523
4216,Puerto Bolivar,Ecuador,Container,4.0576923076923075,7,0.5796703296703296,191043.39562713675,375382.0,0.5089306243430339,12.156249999999996,16.887072801474456,port1028,0.2956032423510507,1.263636629210684,0.3735350847482306
4217,Puerto Bolivar,Ecuador,Dry bulk,0.057692307692307696,1,0.057692307692307696,1456.9865,44951.596,0.032412341933309774,142.01444444444442,130.39000000000001,port1028,0.2949797979298623,1.000068102214023,0.29499988670719335
