port-name,country,Industries,Import_capacity,Export_capacity,Import_sector,Export_sector,import_correction,export_correction
Gemlik,Turkey,6,40606.34586097834,95924.43190565634,156722.3981887073,370225.55697607424,0.25909727218495465,0.25909727218495465
Gemlik,Turkey,7,365376.092970663,501251.6575125075,547569.2635506411,751198.5765847571,0.667269179065,0.6672691790650002
Gemlik,Turkey,8,269018.20279077115,331287.5299055355,241458.6238072532,297348.76757655246,1.1141378947207023,1.1141378947207021
Gemlik,Turkey,9,67318.84916777606,118093.70274495,132307.38164628082,232099.4608829068,0.5088064500267314,0.5088064500267313
Gemlik,Turkey,10,104735.03025265053,295555.40497095796,100473.81089486276,283530.5226567699,1.0424112444808804,1.0424112444808804
Gemlik,Turkey,11,6193.511455635188,22355.85208670528,15026.253235745282,54238.164757095234,0.4121793609135856,0.4121793609135857
General Santos,Philippines,1,388572.11617016984,416547.5931607284,97050.0844947992,104037.26214531032,4.003830786886053,4.003830786886053
General Santos,Philippines,2,3697.7816887796635,3502.2466841244886,2289.0934043618163,2168.0484300637986,1.615391351761192,1.6153913517611915
General Santos,Philippines,3,406663.0380828489,341924.9960360124,62615.14977404711,52647.2357537535,6.494642902721342,6.494642902721342
General Santos,Philippines,4,94430.80314480928,126610.56582370897,66740.77371944078,89484.43561548818,1.4148892480894737,1.4148892480894735
General Santos,Philippines,5,14460.356542852567,20667.634369020485,12019.505898288468,17179.019927063764,1.2030741251112218,1.2030741251112218
General Santos,Philippines,6,15140.219580874878,19118.079216401915,52568.669339472464,66380.27799824013,0.28800842347946737,0.2880084234794674
General Santos,Philippines,7,361103.2350210975,390376.42946709617,115624.93597828427,124998.18690886846,3.1230567348285234,3.123056734828523
General Santos,Philippines,8,52969.284529879034,47878.219152997466,42683.254395765296,38580.81577391962,1.2409851422935136,1.2409851422935134
General Santos,Philippines,9,10547.10182885704,11682.013047911822,28232.348647498344,31270.264630507703,0.37358216139030337,0.3735821613903033
General Santos,Philippines,10,3356.3437102768726,2606.1259192192824,14794.180053214326,11487.350348602475,0.22686919438618303,0.22686919438618305
General Santos,Philippines,11,5096.780916972666,8932.886759865381,6304.938546759156,11050.367473821674,0.8083791585236777,0.8083791585236776
Genova,Italy,1,203527.1735258376,372475.45776314504,518861.67220850236,949569.7086712514,0.3922570974640252,0.39225709746402515
Genova,Italy,2,17310.845138430832,24576.88295331054,46165.92401745978,65543.5654316867,0.374970186492616,0.374970186492616
Genova,Italy,3,2893956.7520006085,1364207.309049464,1865078.72934712,879195.5970900749,1.5516539363534816,1.5516539363534814
Genova,Italy,4,206171.20732171583,351575.3039919362,626076.7427246922,1067622.991615137,0.3293066061270008,0.3293066061270008
Genova,Italy,5,61977.086777333396,104347.96350820169,120692.87709480626,203205.0325313884,0.51351072465237,0.5135107246523701
Genova,Italy,6,168801.74710447495,322649.62543779204,362555.59670900414,692992.9902096034,0.46558858458323377,0.46558858458323377
Genova,Italy,7,4379631.25456543,3664531.962622132,1944413.6817705028,1626932.8788765355,2.2524174231162157,2.2524174231162157
Genova,Italy,8,223769.4505856836,252401.29138430036,307281.0994793678,346598.4571333712,0.7282239323043963,0.7282239323043964
Genova,Italy,9,148289.07909167313,242853.47792092388,193865.28848399618,317493.77529936685,0.7649078401361912,0.7649078401361911
Genova,Italy,10,165283.55465975447,229053.32352037026,100644.14412029163,139474.7090905177,1.6422570444059288,1.6422570444059286
Genova,Italy,11,47735.47855440178,90297.94284947017,63466.61673287916,120055.46197810756,0.7521352328471009,0.7521352328471007
Georgetown,Bahamas,1,26.864977586763956,18.316996213132356,6.2939602161096175,4.291328554872341,4.268374229313061,4.26837422931306
Georgetown,Bahamas,2,50.96089149060355,1.244663915523461,60.61334187201575,1.4804144358678615,0.8407537006985488,0.84075370069855
Georgetown,Bahamas,3,777.3212451725244,184.0547524437791,82.44121302091224,19.520497024831872,9.428794369817766,9.42879436981776
Georgetown,Bahamas,4,1380.2095431840169,132.27480299155903,287.106313474771,27.51533724719714,4.807311711399549,4.8073117113995485
Georgetown,Bahamas,5,8.576459047594058,1.7149447562280324,44.2710027943568,8.852409097252924,0.19372633340682527,0.1937263334068252
Georgetown,Bahamas,6,1.9880572789552555,8.513147994634567e-05,92.32646631043153,0.003953552444605639,0.021532907717606804,0.021532907717590026
Georgetown,Bahamas,7,485.0250399501167,195.0691648753251,410.55470910785607,165.11841172063652,1.1813895424658172,1.1813895424658165
Georgetown,Bahamas,8,2.7425379235737686,1.1019648785467016,42.971184269327026,17.266027735599035,0.06382272144013032,0.06382272144013033
Georgetown,Bahamas,9,4.777009727673114,0.10376163163177882,57.73922196604913,1.2541560980377096,0.08273422406838134,0.08273422406838143
Georgetown,Bahamas,10,0.5326124568581027,0.07953721610959787,41.666053070679425,6.222163647966486,0.012782887209273591,0.012782887209273586
Georgetown,Bahamas,11,1.5738235988404807,0.6099164521125804,9.823000999377577,3.8067861754346204,0.16021820612053325,0.16021820612053322
Georgetown,Cayman Islands,1,21860.64109536223,210.8284812193211,8319.0859135422,80.23096123458265,2.6277696038427067,2.627769603842735
Georgetown,Cayman Islands,2,3415.6914905431977,560.0717665872185,2270.1272866609766,372.23332474206137,1.5046255382301394,1.5046255382301397
Georgetown,Cayman Islands,3,172389.7479007478,6223.738240973338,12072.79414801809,435.8606676406262,14.279192189245427,14.279192189245453
Georgetown,Cayman Islands,4,16814.153325826304,1800.2048138182242,15329.109685169511,1641.2088382947816,1.0968773575998045,1.096877357599804
Georgetown,Cayman Islands,5,783.0036604137321,56.113584689819234,3114.951707051568,223.23153167122751,0.2513694381332408,0.2513694381332409
Georgetown,Cayman Islands,6,903.10432590171,39.80966066323951,15027.976798398871,662.4468952708883,0.060094870920876696,0.060094870920876634
Georgetown,Cayman Islands,7,82232.46326936432,3340.2572300887755,34513.37433109603,1401.9225931074877,2.382626006964324,2.382626006964332
Georgetown,Cayman Islands,8,8656.748008561111,129.07786958623856,20278.627715641356,302.36782462407956,0.42689022797553355,0.42689022797553056
Georgetown,Cayman Islands,9,1418.8596198625412,51.95133419189205,12303.15619226141,450.4782361916399,0.11532484816822801,0.11532484816822806
Georgetown,Cayman Islands,10,409.8950669991083,14.004148382004136,8125.211828944376,277.5995157023923,0.05044730840603348,0.05044730840603354
Georgetown,Cayman Islands,11,168.72717977940295,7.815344208861687,758.2158519045013,35.120114465235396,0.2225318546896517,0.2225318546896514
Georgetown,Guyana,1,86346.56670148026,74097.21302609959,75077.69519365637,64426.97361095609,1.1500961301323491,1.1500961301323493
Georgetown,Guyana,2,39.15975312726203,43.398843881317234,3334.2597471268955,3695.197407273281,0.011744661813167277,0.011744661813167277
Georgetown,Guyana,3,156904.7207688722,121538.832438783,80210.2479259992,62131.08079081622,1.956168006283065,1.956168006283065
Georgetown,Guyana,4,30051.73394157642,21467.162487950438,70385.70311454346,50279.33923966061,0.42695792770118646,0.4269579277011864
Georgetown,Guyana,5,1063.4539507864638,590.4441649342643,15065.685678239692,8364.674552077999,0.07058782278475892,0.0705878227847589
Georgetown,Guyana,6,1874.8613808889575,971.213632793586,62911.21403832319,32589.197981476536,0.02980170402921904,0.029801704029219032
Georgetown,Guyana,7,125739.71415677048,61774.74260250276,229701.2613057734,112850.07595088703,0.5474054145022237,0.5474054145022239
Georgetown,Guyana,8,35025.81445509253,28128.145917358215,59327.71338088844,47644.24767510882,0.5903786351957327,0.590378635195733
Georgetown,Guyana,9,6007.746578220977,4679.60678527771,34632.29252827073,26976.08978589927,0.17347239063994352,0.17347239063994357
Georgetown,Guyana,10,2062.488326400506,1793.3414099564895,20639.191419895516,17945.85509529322,0.09993067482344942,0.09993067482344942
Georgetown,Guyana,11,1553.1143199960884,541.4246919241646,8186.953159111304,2854.0195238046404,0.18970602247401638,0.18970602247401636
Geraldton,Australia,1,410641.78873180103,9339143.75632298,40353.56435898419,917753.0124064531,10.176097087205061,10.176097087205063
Geraldton,Australia,2,1.0079648973730058,7.775644902392705,620.0563586260851,4783.240048053901,0.0016256020656032699,0.0016256020656032699
Geraldton,Australia,3,251016.0304789418,4667598.757786584,77381.82967333669,1438901.4572868885,3.2438626941052275,3.2438626941052275
Geraldton,Australia,4,281394.6594822154,5551909.1493338365,24280.67824138355,479057.13608217274,11.589242140798664,11.589242140798664
Geraldton,Australia,5,5.491321978960003,15.627522947990046,1473.903716191657,4194.52077954373,0.0037256992560875985,0.003725699256087598
Geraldton,Australia,6,904.0684513716528,20639.50478689222,7509.508278854538,171438.93455575212,0.12038983350179552,0.12038983350179554
Geraldton,Australia,7,46286.39298552432,626312.0301719047,108708.4785939612,1470959.8984387494,0.4257845715825844,0.42578457158258437
Geraldton,Australia,8,1740.7325527605167,29143.522121712875,15852.410138370424,265402.6690185206,0.10980870022704689,0.10980870022704689
Geraldton,Australia,9,397.4695469406982,4771.890623026662,2269.499046782723,27246.870366967294,0.1751353663285989,0.17513536632859886
Geraldton,Australia,10,22.633584344276564,356.3003388893255,3230.302849180562,50851.7777109941,0.007006644702065032,0.007006644702065031
Geraldton,Australia,11,8.347760596406319,14.954254551717673,561.9364439542107,1006.6580764661492,0.014855346518665257,0.014855346518665257
Ghazaquet,Algeria,1,116454.05778527303,7135.751205800105,49469.25241172183,3031.2406820367078,2.3540694897923915,2.354069489792395
Ghazaquet,Algeria,2,437.2343505348284,45.088579057855,387.96018147297235,40.00731711094255,1.1270083153244654,1.1270083153244648
Ghazaquet,Algeria,3,1114704.915397353,37403.299591893156,67092.36452692396,2251.246743479637,16.614482486304762,16.614482486304805
Ghazaquet,Algeria,4,25216.332107320344,2075.077204526384,28784.15379365661,2368.67682161669,0.8760491028531631,0.8760491028531634
Ghazaquet,Algeria,5,408.2666410226882,92.42436475055406,1677.8687074433874,379.8398738428163,0.24332454572370849,0.2433245457237086
Ghazaquet,Algeria,6,808.24087106075,91.53058535048393,13555.813378944704,1535.15069319412,0.059623192534955814,0.059623192534955835
Ghazaquet,Algeria,7,210798.23368898724,10356.932373021997,77062.14373827963,3786.214890182734,2.7354317368188648,2.735431736818863
Ghazaquet,Algeria,8,6184.536263803219,317.6780275080776,15609.289982450262,801.7947087558994,0.39620868538905857,0.3962086853890581
Ghazaquet,Algeria,9,459.01075714419244,60.62888255633813,4240.898069948614,560.1631487158025,0.10823432904383722,0.10823432904383727
Ghazaquet,Algeria,10,154.1142621922451,7.191688840937097,3752.6846284783496,175.11773266330403,0.04106773615419312,0.041067736154193124
Ghazaquet,Algeria,11,228.3518295862683,59.87952484190633,982.0094328165058,257.50727871925176,0.23253527100175747,0.23253527100175758
Ghent,Belgium,1,496901.4171847678,160534.03849718955,1705745.3061256504,551075.4712501749,0.2913104408965992,0.2913104408965991
Ghent,Belgium,2,2313.8412364301525,1949.6229727109255,45093.02925611311,37995.00344391837,0.05131261471231661,0.051312614712316594
Ghent,Belgium,3,10552705.177884653,4709967.410158757,3756226.5906013683,1676508.9641640668,2.8093899351783183,2.8093899351783183
Ghent,Belgium,4,263545.531502189,133586.4387727948,1131228.3156060083,573399.0679310707,0.23297289138400457,0.23297289138400457
Ghent,Belgium,5,7666.8268370676005,8070.005144397668,110840.28905812502,116669.0890396729,0.06917003647515833,0.06917003647515832
Ghent,Belgium,6,104800.64918191342,80089.25421111022,525934.9815234479,401922.5144362596,0.19926540896432285,0.19926540896432285
Ghent,Belgium,7,10421068.175015403,4384278.115450402,4607615.444146344,1938483.3893145742,2.2617052793011725,2.261705279301172
Ghent,Belgium,8,726078.1647703644,436626.15051623393,1076673.2589737712,647456.0498292423,0.6743718753286622,0.6743718753286623
Ghent,Belgium,9,59197.93015848513,54891.642791695784,370031.0753278955,343113.57769346866,0.15998096945243878,0.15998096945243875
Ghent,Belgium,10,182787.0687563133,128431.57293234147,330721.4747343853,232374.63947336096,0.5526918652715744,0.5526918652715743
Ghent,Belgium,11,6213.786461525696,9484.774295417208,30485.80108862084,46533.7752320437,0.20382559223103572,0.20382559223103572
Gijon,Spain,1,204544.48871223754,32453.434585192856,972280.346101492,154263.92961907084,0.21037603972186647,0.21037603972186644
Gijon,Spain,2,180.8995181537053,175.88716648234845,6081.617278241031,5913.108236092873,0.02974529798199112,0.029745297981991128
Gijon,Spain,3,4342657.536858508,641507.6872601481,1500953.658092429,221724.43986547444,2.893265567157895,2.893265567157893
Gijon,Spain,4,129604.80253353699,28316.363790382005,528130.5437483601,115387.21029817619,0.24540296725441837,0.24540296725441826
Gijon,Spain,5,1325.7903990065001,1906.8357790909809,12506.537427608211,17987.694779940015,0.1060077904600369,0.10600779046003692
Gijon,Spain,6,13719.732687426316,9396.206138726528,188342.5223625834,128989.77007244618,0.07284458398095614,0.07284458398095614
Gijon,Spain,7,1812619.9378050708,433618.34476556646,1646420.7080738153,393859.8529856258,1.1009457843406838,1.1009457843406845
Gijon,Spain,8,111550.92863493777,65812.35679925061,288871.41268617834,170427.16464533305,0.38616119053678566,0.38616119053678577
Gijon,Spain,9,7246.7987892272,18148.7988232383,32777.65910097669,82087.98922423918,0.22108957710806335,0.22108957710806332
Gijon,Spain,10,7843.3856644333255,6743.625026768427,66725.89977073454,57369.92503990012,0.1175463454428137,0.11754634544281371
Gijon,Spain,11,1156.9105013149597,1267.433165891695,5312.052125662829,5819.526260119606,0.21778974941263446,0.21778974941263446
Gioia Tauro,Italy,1,928855.7420361174,933191.9138134475,839553.4554201294,843472.7378600191,1.1063687916945077,1.1063687916945075
Gioia Tauro,Italy,2,15530.419890384668,34955.429530137204,14465.675316010655,32558.932577716114,1.073604899260773,1.073604899260773
Gioia Tauro,Italy,3,160127.19387871993,167781.58583796545,309197.5348207071,323977.7796187437,0.5178799176764851,0.5178799176764852
Gioia Tauro,Italy,4,797360.0875317941,878800.6548576797,730780.5481829916,805420.8309929478,1.091107432339771,1.0911074323397707
Gioia Tauro,Italy,5,1220304.9518238103,1297116.964656263,141700.84137405845,150620.19127075947,8.61183984506118,8.611839845061182
Gioia Tauro,Italy,6,1183908.624746814,1248183.759612258,554034.3234582895,584113.1911310225,2.1368867859248155,2.1368867859248155
Gioia Tauro,Italy,7,1022609.9533830849,1123772.1031479943,760110.1723545276,835304.4131686047,1.345344386347882,1.345344386347882
Gioia Tauro,Italy,8,349030.817679058,368231.96359559766,211869.54107907906,223525.06766146357,1.6473855368799062,1.6473855368799069
Gioia Tauro,Italy,9,567974.8341117402,625748.1474140129,224089.37628456586,246883.3188437394,2.5345906331163253,2.534590633116325
Gioia Tauro,Italy,10,319535.06034949166,554483.5233034396,60784.437671180356,105478.15668512456,5.256856402588592,5.256856402588591
Gioia Tauro,Italy,11,449241.76796192443,455597.6495578772,98392.06713443078,99784.12008517173,4.565833212428965,4.565833212428965
Gisborne,New Zealand,1,0.0,3980986.8359643556,1463.830838634212,211327.2081594722,0.0,18.83802313311315
Gisborne,New Zealand,2,0.9731894278790023,201.59830163219922,4.775063753899208,989.1648176548428,0.20380658312348562,0.20380658312348565
Gisborne,New Zealand,3,373.7048585182477,52556.63858397222,2261.1864750613427,318005.92802558444,0.16526936749350124,0.16526936749350124
Gisborne,New Zealand,4,311.65776507521355,44560.533925812175,749.1310841053854,107110.05734159183,0.4160256751959454,0.4160256751959454
Gisborne,New Zealand,5,0.0005594451533265476,3.1904212438757065,0.225596318655134,1286.5377120487396,0.0024798505430479287,0.0024798505430479287
Gisborne,New Zealand,6,0.0,1006819.3676333334,250.8813192136242,37783.23864330738,0.0,26.647248986202865
Gisborne,New Zealand,7,178.70888605243485,25401.501229065503,2258.393750663949,321005.81510184257,0.07913096907919441,0.07913096907919441
Gisborne,New Zealand,8,1.3417855458147128,215.72889447921807,365.3105304663631,58733.705341321234,0.003672999910793048,0.0036729999107930483
Gisborne,New Zealand,9,0.01630479597027879,12.139429427108064,8.60376670052135,6405.772808115394,0.0018950764865917147,0.001895076486591715
Gisborne,New Zealand,10,0.009245516833288702,1.9105130782694228,55.039544311018375,11373.487401978584,0.00016797953088136018,0.0001679795308813602
Gisborne,New Zealand,11,0.0006857740479804515,0.6515567663014888,0.1842680819272409,175.07386864035038,0.003721610605635069,0.0037216106056350688
Gladstone,Australia,1,159335.7131159934,595344.5269353063,1642869.2837356015,6138443.27435933,0.09698623907173641,0.09698623907173638
Gladstone,Australia,2,120.07458864603258,315.170871716622,11756.53541405074,30858.465197299993,0.01021343316012354,0.010213433160123542
Gladstone,Australia,3,18594862.332415372,70931982.98230807,2726836.0838809735,10401792.024037244,6.819207961319848,6.819207961319848
Gladstone,Australia,4,119395.70801002206,415829.8241004194,919578.4211879073,3202695.804584628,0.12983743991707333,0.1298374399170733
Gladstone,Australia,5,1462.0952239950072,1504.9176065151778,28704.754945472243,29545.470362806074,0.05093564556716871,0.05093564556716871
Gladstone,Australia,6,144274.87138544253,597678.4369248641,281811.47993245034,1167442.696126393,0.5119552667621097,0.5119552667621097
Gladstone,Australia,7,5634394.586426299,19916699.11687437,3365482.865194421,11896452.863019647,1.6741712295423632,1.6741712295423634
Gladstone,Australia,8,432557.85042807576,1612028.9915651202,477243.8508992888,1778561.9263052929,0.9063665243941657,0.9063665243941654
Gladstone,Australia,9,4187.625883390365,33064.027706829314,22659.790100161037,178913.76846111147,0.1848042662743202,0.1848042662743202
Gladstone,Australia,10,6252.860574295415,24204.583088585772,92292.69704479499,357261.4849711623,0.06775032883978394,0.06775032883978394
Gladstone,Australia,11,2314.65016777596,1327.7383879972556,12260.97931419871,7033.189350399324,0.188781834506115,0.188781834506115
Glasgow,United Kingdom,1,13074.036103333337,0.0,12745.971545096992,8473.417814331619,1.0257386859115138,0.0
Glasgow,United Kingdom,2,0.2588898145820379,0.3170687761060889,591.0158899675969,723.8318169983282,0.00043804205432823785,0.00043804205432823796
Glasgow,United Kingdom,3,11189.134795630504,0.0,23285.847767146224,13562.823331955198,0.4805122367679971,0.0
Glasgow,United Kingdom,4,19159.10731848485,0.7979999999999998,9193.807812409901,8125.77333594589,2.083914272454519,9.82060373835308e-05
Glasgow,United Kingdom,5,69.06941091287878,11.190620000000001,1346.0615222747645,1899.4088222992475,0.051312224419100515,0.005891633159023489
Glasgow,United Kingdom,6,2.863972755793226,2.7624171122994654,15118.544594466839,8203.142998735444,0.00018943442193777022,0.00033675106148037476
Glasgow,United Kingdom,7,19775.724779401073,2.8289171122994654,43718.505238672136,27048.37257289338,0.4523421986053639,0.00010458733162876035
Glasgow,United Kingdom,8,757.5058075923845,26.198943199884376,18419.198515402393,19530.73442325913,0.041125883243993896,0.0013414213020419795
Glasgow,United Kingdom,9,155.2801828317007,468.74909792455503,8114.565351582101,10313.353046806938,0.019135982779586048,0.04545069831287138
Glasgow,United Kingdom,10,7.786553614639038,24.861754010695186,5659.652852783169,7567.79368072387,0.0013758005689006089,0.003285205049130928
Glasgow,United Kingdom,11,5.912009847579361,5.524834224598931,225.65562232955125,322.5274024522229,0.02619925790701267,0.01712981341303967
Glomfjord,Norway,1,133546.3604605143,586868.1464250836,3982.8576655103543,17502.628207708447,33.53028696379537,33.53028696379537
Glomfjord,Norway,2,0.08999654024982705,0.1710064181070555,500.8059109658947,951.6035256842353,0.0001797034305690451,0.0001797034305690451
Glomfjord,Norway,3,13471.839666756474,55120.25027365666,6090.5939776097875,24919.76394207677,2.2119090053091024,2.2119090053091024
Glomfjord,Norway,4,789547.6638625514,2416752.8547973726,4644.096827876523,14215.27132613982,170.01102542118312,170.01102542118312
Glomfjord,Norway,5,1.912353155468867,3.8378542376997253,1312.027594043849,2633.0757200259895,0.0014575555911707104,0.0014575555911707104
Glomfjord,Norway,6,431.69272459358905,951.7318102119226,5995.640773748808,13218.295611426916,0.07200109894570464,0.07200109894570463
Glomfjord,Norway,7,2755.0607209537143,7401.066622624334,16455.14209558307,44204.32624512254,0.167428558498637,0.167428558498637
Glomfjord,Norway,8,480.10591045302994,952.791745166329,13326.01323580358,26446.071857499166,0.03602772276730962,0.036027722767309624
Glomfjord,Norway,9,1462.1507997331726,2718.958225641864,7240.928545095252,13464.946455977406,0.20192863258174004,0.20192863258174001
Glomfjord,Norway,10,10.619389801286323,19.91272864646492,5203.092852972531,9756.471703397969,0.0020409764156369913,0.0020409764156369917
Glomfjord,Norway,11,2.13671411074886,5.736192558610424,218.89060714863024,587.6306360122446,0.009761561441958068,0.00976156144195807
Golcuk Burnu,Turkey,1,11988.4304832692,18902.07906329008,39914.042529115344,62932.20690346138,0.30035620858308765,0.3003562085830877
Golcuk Burnu,Turkey,2,361.61230469878467,853.7039163294669,4923.498303514608,11623.525331233102,0.07344621291747984,0.07344621291747985
Golcuk Burnu,Turkey,3,30750.12729883683,11030.780015616381,73272.3572907741,26284.484829783043,0.4196688688042066,0.4196688688042067
Golcuk Burnu,Turkey,4,14713.412265789782,12388.449761736229,68179.08041161472,57405.65799576783,0.21580537867277047,0.21580537867277041
Golcuk Burnu,Turkey,5,2776.8234128173885,839.9960126829772,18463.25479584675,5585.180655735505,0.15039728604308844,0.15039728604308847
Golcuk Burnu,Turkey,6,1704.736700275376,3036.9544497177053,30223.658328228208,53842.84484039864,0.056404048833598376,0.056404048833598376
Golcuk Burnu,Turkey,7,77478.97877652649,61812.713771849994,367661.3106009648,293320.1200639202,0.210734653178172,0.210734653178172
Golcuk Burnu,Turkey,8,9282.018212970741,9237.95937359167,92130.13324152135,91692.82029412931,0.10074899369392756,0.10074899369392759
Golcuk Burnu,Turkey,9,11200.56433306282,22008.62583817303,38639.33908039143,75924.63479222641,0.2898746355303693,0.28987463553036935
Golcuk Burnu,Turkey,10,241205.93226623806,1493209.0698990691,48227.34734513577,298556.1416186171,5.00143477807444,5.001434778074439
Golcuk Burnu,Turkey,11,2189.604313573576,1350.162562641734,6547.665135552874,4037.447443784892,0.33440994129103235,0.33440994129103224
Golfito,Costa Rica,1,152.13442567457486,11492.041540933646,55.57428860909395,4198.011268466491,2.737496592078377,2.7374965920783776
Golfito,Costa Rica,2,8.366459802927897,788.2125732850111,6.932951996658105,653.1603644154192,1.206767305898092,1.2067673058980917
Golfito,Costa Rica,3,1136.5044980571083,144684.8724511219,80.91361335618382,10300.861851415728,14.045899706075245,14.045899706075247
Golfito,Costa Rica,4,83.44623336109574,14083.411474079754,64.80081679612425,10936.58191673102,1.2877342830975962,1.2877342830975962
Golfito,Costa Rica,5,4.59344540090639,810.4249963166079,18.307298042145987,3229.970240953684,0.25090788331143293,0.25090788331143293
Golfito,Costa Rica,6,3.1021721566127214,96.49702969386308,75.33168274206879,2343.2882701092435,0.04118017869366299,0.04118017869366299
Golfito,Costa Rica,7,556.2878529538679,152202.75347639385,214.60684924294458,58717.35864126135,2.592125344164226,2.592125344164226
Golfito,Costa Rica,8,63.47803159894696,3733.817600539513,183.05337548081474,10767.314265929012,0.34677334647456365,0.34677334647456365
Golfito,Costa Rica,9,10.59969348896861,339.16535941804864,100.32160834976642,3210.0564406656313,0.10565713272870679,0.10565713272870678
Golfito,Costa Rica,10,3.0103145067165045,165.74956759274906,72.59977687844801,3997.3835285596815,0.041464514577732085,0.04146451457773209
Golfito,Costa Rica,11,0.711141270535559,291.93376436493935,3.0540331621294783,1253.7247301712277,0.2328531593414995,0.2328531593414995
Gomen,New Caledonia,1,0.0,1491.6381269895558,0.0,23766.921344155573,1.0,0.0627610999922949
Gomen,New Caledonia,2,0.0,0.14413684555754283,0.0,77.52846958610203,1.0,0.0018591473084279893
Gomen,New Caledonia,3,0.0,81550.01637494541,0.0,36712.87670602249,1.0,2.2212919196704544
Gomen,New Caledonia,4,0.0,11548.207765197938,0.0,12162.976132547348,1.0,0.9494557614312562
Gomen,New Caledonia,5,0.0,0.165767707510112,0.0,3.6628070809126037,1.0,0.04525701295434055
Gomen,New Caledonia,6,0.0,51.73677446241373,0.0,4073.337180156355,1.0,0.012701323797709232
Gomen,New Caledonia,7,0.0,21602.375901919677,0.0,36667.5337201139,1.0,0.5891417750321652
Gomen,New Caledonia,8,0.0,159.3153481542342,0.0,5931.222662235066,1.0,0.02686045647360662
Gomen,New Caledonia,9,0.0,18.405419205224877,0.0,139.69171917811565,1.0,0.13175741062902105
Gomen,New Caledonia,10,0.0,9.515502160620255,0.0,893.6282020664668,1.0,0.010648166808764733
Gomen,New Caledonia,11,0.0,0.5603571520765483,0.0,2.991797203486511,1.0,0.18729783938013325
Goole,United Kingdom,1,10065.172260769232,0.0,10993.745661696306,1800.5465190022878,0.9155362121790438,0.0
Goole,United Kingdom,2,18.547830477371384,3.210349886360793,1385.0724714452836,239.73516777235506,0.013391234653604265,0.013391234653604265
Goole,United Kingdom,3,414.5584666666667,0.0,17012.685985674623,2884.200373968123,0.02436760820811845,0.0
Goole,United Kingdom,4,3181.059419189811,605.3702885754162,12818.940833628132,2439.503602124195,0.24815306197879367,0.24815306197879386
Goole,United Kingdom,5,56.87504283420618,11.079548690113421,3621.5403602377573,705.4945500688543,0.015704655250748684,0.015704655250748694
Goole,United Kingdom,6,38923.00539435899,0.0,16960.818723070093,2480.131660193986,2.294877743219786,0.0
Goole,United Kingdom,7,5376.187184871797,11.620875000000002,46161.220601342546,9425.97653528965,0.11646544685855723,0.0012328563471904405
Goole,United Kingdom,8,6230.200505128205,2.9052187500000004,37968.01268738803,6022.181532203958,0.16409077178795067,0.00048241965713988823
Goole,United Kingdom,9,3.3554612903225802,267.9952681451615,20022.135095129404,3163.153032765053,0.00016758758615802326,0.08472409186946447
Goole,United Kingdom,10,8.94789677419355,26.11720463709677,14361.963786708973,2361.474551684534,0.0006230273872765383,0.011059701921609244
Goole,United Kingdom,11,0.0,5.810437500000001,604.2075372457346,152.88873420248876,0.0,0.03800435349477448
Goose Bay,Canada,1,847.9609628821574,151.01373109190055,264.0553835569674,47.02573636209026,3.211299657896269,3.2112996578962685
Goose Bay,Canada,2,90.1795284846761,9.685207971940061,98.75788555624094,10.606516540433915,0.9131374975957782,0.9131374975957787
Goose Bay,Canada,3,27211.30494897616,2549.905364874492,2203.7700316424043,206.50994273047635,12.347615476328256,12.347615476328258
Goose Bay,Canada,4,2696.837333802446,273.2991915789939,835.6538324922416,84.68568496788228,3.227218291764951,3.2272182917649515
Goose Bay,Canada,5,59.84899634749334,5.741035802488211,278.9903030694223,26.762241912443905,0.2145199875731913,0.2145199875731915
Goose Bay,Canada,6,0.0033489893516456203,0.7043777284313159,0.18233083271587497,38.34881639987618,0.01836765236993312,0.01836765236993312
Goose Bay,Canada,7,16667.87002425136,1367.2691936633407,8772.91748938611,719.6444299322966,1.89992326320371,1.8999232632037075
Goose Bay,Canada,8,151.5111199399733,25.695285923628724,933.0620751818326,158.24116946525282,0.16238053605431046,0.16238053605431038
Goose Bay,Canada,9,19.190023335252388,6.0796561086551435,212.5690334024628,67.34471344087109,0.09027666461144127,0.09027666461144132
Goose Bay,Canada,10,4.051642686642354,0.9842551705608898,205.73118132511004,49.9777484407558,0.01969386779653824,0.01969386779653824
Goose Bay,Canada,11,21.548230827312356,1.6230314925161375,115.61390029135377,8.708139552118032,0.1863809695288331,0.18638096952883312
Gorgon LNG,Australia,1,0.20955676983642668,18616.390528263753,0.07888384937584865,7007.802933304532,2.6565231222170214,2.656523122217021
Gorgon LNG,Australia,2,0.2829712544290472,835.8317404191051,0.23294005149994632,688.051120426917,1.214781453884552,1.2147814538845518
Gorgon LNG,Australia,3,359168.667905789,13500754.74858827,17660.419953629087,663835.7402978189,20.337493040870893,20.337493040870893
Gorgon LNG,Australia,4,0.3275575540395565,6029.764816890085,0.1539715710291732,2834.3488047932005,2.127389828200777,2.1273898282007773
Gorgon LNG,Australia,5,0.03711780500464731,26.210684762763602,0.18254935905578448,128.90696805095672,0.20333024008758438,0.2033302400875844
Gorgon LNG,Australia,6,0.011497281434696813,36.43841739835432,0.33048123235028193,1047.3965654490084,0.03478951392468385,0.03478951392468385
Gorgon LNG,Australia,7,142791.8971513841,7157472.746208404,29327.727799643493,1470058.291974533,4.868836008261092,4.868836008261092
